tweet,date,weekStarting
Here's to Team USA,2014-06-20,2014-06-15
Time to shake up that boring root beer float with a Drunken Float  2 oz. Admiral Nelson's Vanilla Rum  6 oz. Root...,2014-06-24,2014-06-22
Thirsty Thursday adventures are on!,2014-06-26,2014-06-22
Cheers to living by your own rules!,2014-06-27,2014-06-22
If only your Mondays were as easy as an Admiral and Cola  1 1/2 oz. Admiral Nelson's Premium Spiced Rum  Juice of...,2014-06-30,2014-06-29
Happy National I Forgot Day...unless you forgot to bring the Admiral!,2014-07-02,2014-06-29
America the brave!,2014-07-03,2014-06-29
Almost as good as being on a tropical island: The Coconut Colada    1 1/4 oz. Admiral Nelson's Coconut Rum  1/2...,2014-07-08,2014-07-06
Is it Thirsty Thursday or Friday Eve? Either way the Admiral's bringing the fun!,2014-07-10,2014-07-06
Words to live by this weekend,2014-07-11,2014-07-06
Forecast for the week says adventure is on the horizon!,2014-07-14,2014-07-13
It's the ripe time for one of these!  2 oz. Admiral Nelson's Cherry Spiced Rum  6 oz. Sour Mix  Pour Admiral...,2014-07-16,2014-07-13
Keep your friends close and the Admiral closer this weekend,2014-07-18,2014-07-13
"Kick back, relax and sail through the week",2014-07-21,2014-07-20
Vanilla Rum Day..the adult version of Vanilla Ice Cream Day   1 1/2 Admiral Nelson's Vanilla Rum  Orange Soda...,2014-07-23,2014-07-20
Who's having Sunday Funday with the Admiral?,2014-07-27,2014-07-27
His favorite way to cool off   1 oz. Admiral Nelson's 101 Proof Spiced Rum  10 oz. Iced Tea,2014-07-29,2014-07-27
You can't choose your family but you can choose your flavor,2014-07-30,2014-07-27
The weekend is here and not even Sharknadoes can stop it!,2014-08-01,2014-07-27
Time to heat up the grill and cool off with the Admiral tonight!,2014-08-04,2014-08-03
Time to heat up the grill and cool off with the Admiral tonight,2014-08-05,2014-08-03
Spice up your rum and cola   1 1/2 oz. Admiral Nelson's Premium Spiced Rum  Juice of a 1/2 Lime  Cola   Put lime...,2014-08-06,2014-08-03
"A good friend brings beer, a great friend brings the Admiral",2014-08-08,2014-08-03
I posted a new photo to Facebook,2014-08-14,2014-08-10
Happy National Rum Day! Celebrate by kicking back with some Admiral in your glass,2014-08-16,2014-08-10
Not your mom's iced tea   1 oz. Admiral Nelson's 101 Proof Spiced Rum  10 oz. Iced Tea  Pour Admiral Nelson's 101...,2014-08-18,2014-08-17
Our fave fan quote of the week,2014-08-20,2014-08-17
Discover all his rums for your every occasion,2014-08-22,2014-08-17
Today we toast to the modern day adventurer: Bear Grylls from Man vs. Wild,2014-08-26,2014-08-24
Just because summer's coming to an end doesn't mean your times with the Admiral are!,2014-08-28,2014-08-24
Your best wingman for the weekend,2014-08-29,2014-08-24
I posted a new photo to Facebook,2014-09-01,2014-08-31
Spice up your night with the Admiral   2 oz. Admiral Nelson's Spiced Rum  6 oz. Ginger Ale  Pour Admiral Nelson's...,2014-09-03,2014-08-31
Tell us who you're cheering for this weekend,2014-09-05,2014-08-31
Kick off football season with the Admiral!,2014-09-08,2014-09-07
"Choose your flavor, Choose your adventure",2014-09-10,2014-09-07
To wherever yours may lead you,2014-09-12,2014-09-07
Goodbye ordinary Mondays. Hello adventures with the Admiral!,2014-09-15,2014-09-14
Are you dreaming of the weekend yet?,2014-09-17,2014-09-14
The party doesn't start until this guy shows up,2014-09-19,2014-09-14
"New season, new adventures",2014-09-23,2014-09-21
The gang's all here. Time to party!,2014-09-26,2014-09-21
Sail through the rest of the week   1 oz. Admiral Nelson's Spiced Rum  1/4 oz. Peach Liqueur  1/4 oz. Lime Juice...,2014-09-29,2014-09-28
Our fan shout out of the week,2014-10-01,2014-09-28
Time flies when you're with good friends. Cheers to the weekend!,2014-10-03,2014-09-28
Kick back with the Admiral tonight   2 oz. Admiral Nelson's Spiced Rum  6 oz. Ginger Ale  Pour Admiral Nelson's...,2014-10-07,2014-10-05
"Even if the going gets tough, the Admiral's got you covered",2014-10-09,2014-10-05
Good times are just around the corner!,2014-10-11,2014-10-05
To wherever your path may lead,2014-10-13,2014-10-12
Sail through the rest of the week!   1 oz. Admiral Nelson's Spiced Rum  1/4 oz. Peach Liqueur  1/4 oz. Lime Juice...,2014-10-15,2014-10-12
I posted a new photo to Facebook,2014-10-17,2014-10-12
Not your grandmother's iced tea   1 oz. Admiral Nelson's 101 Proof Spiced Rum  10 oz. Iced Tea  Pour Admiral...,2014-10-20,2014-10-19
Bring the Admiral to the 7th inning stretch,2014-10-22,2014-10-19
He's got a flavor for every course,2014-10-24,2014-10-19
If only everything was this easy   1 1/2 oz. Admiral Nelson's Premium Spiced Rum  Juice of a 1/2 Lime  Cola  Put...,2014-10-29,2014-10-26
To Halloween adventures,2014-10-31,2014-10-26
Monday's smooth sailing from here   2 oz. Admiral Nelson's Spiced Rum  6 oz. Ginger Ale  Pour Admiral Nelson's...,2014-11-03,2014-11-02
Hold music...the perfect time for an Admiral break,2014-11-07,2014-11-02
No bad apples here,2014-11-08,2014-11-02
Cheers to those serving our country today and every day,2014-11-11,2014-11-09
Now that's an easy one...no directions required,2014-11-14,2014-11-09
That's one way to get your Vitamin C   1 oz. Admiral Nelson's Vanilla Rum  6 oz. Orange Juice  Pour Admiral...,2014-11-19,2014-11-16
Perfect time for an Admiral break,2014-11-20,2014-11-16
You're in good company tonight,2014-11-21,2014-11-16
Bring your best wingman out tonight,2014-11-26,2014-11-23
The family's all here. Happy Thanksgiving!,2014-11-27,2014-11-23
Always be ready,2014-12-02,2014-11-30
The cold weather means it's time to spice up your indoor fun,2014-12-05,2014-11-30
Wear that ugly sweater proud tonight,2014-12-09,2014-12-07
It takes two to cheers so call up an old friend!,2014-12-11,2014-12-07
Kick off tonight's game with the Admiral,2014-12-12,2014-12-07
Get into the Holiday spirit with the Admiral's Eggnog,2014-12-19,2014-12-14
Tis the season to give cheer,2014-12-20,2014-12-14
Add some Cherry Spiced to your week   2 oz. Admiral Nelson's Cherry Spiced Rum  6 oz. Sour Mix Pour Admiral...,2014-12-23,2014-12-21
Merry Christmas from the whole family!,2014-12-25,2014-12-21
Happy New Year!,2015-01-01,2014-12-28
The perfect time for an Admiral break,2015-01-05,2015-01-04
The year is off to a good start   2 oz. Admiral Nelson's Cherry Spiced Rum  6 oz. Sour Mix Pour Admiral Nelson's...,2015-01-07,2015-01-04
Words to live by this weekend,2015-01-09,2015-01-04
Are you ready for tonight's game?,2015-01-13,2015-01-11
It's Thursday and we know what you're thirsty for   2 oz. Admiral Nelson's Vanilla Rum  6 oz. Root Beer Soda Pour...,2015-01-15,2015-01-11
All the drinks are on the house tonight,2015-01-16,2015-01-11
Keep the warmth and fun inside,2015-01-19,2015-01-18
Mix up your night with some Cherry Spiced  2 oz. Admiral Nelson's Cherry Spiced Rum  6 oz. Cherry Cola Pour...,2015-01-21,2015-01-18
Every adventure could use the Admiral,2015-01-23,2015-01-18
We're down with that,2015-01-26,2015-01-25
Are you dreaming of the weekend yet?   1 oz. Admiral Nelson's Spiced Rum  6 oz. Orange Soda Pour Admiral Nelson's...,2015-01-28,2015-01-25
You're MVP for the big game,2015-02-01,2015-02-01
All you need to sail through the week   1 oz. Admiral Nelson's Spiced Rum  1/4 oz. Peach Liqueur  1/4 oz. Lime...,2015-02-02,2015-02-01
When the world gives you snow use it to chill with the Admiral,2015-02-04,2015-02-01
The more the merrier this weekend,2015-02-06,2015-02-01
Your escape to the tropics  1 1/4 oz. Admiral Nelson's Coconut Rum  1/2 oz. Milk  5 oz. Pineapple Juice  Blend...,2015-02-09,2015-02-08
We love hearing from fans,2015-02-11,2015-02-08
Need a date tonight? Call up the Admiral.,2015-02-14,2015-02-08
Holy Shnikes! This group has almost doubled since the beginning of the year. Pat yourselves on the back Admirali's....,2010-04-09,2010-04-04
"People often ask me what's the hardest part about being the world's most beloved Admiral, to which I reply: Makin'...",2010-04-16,2010-04-11
Woot Woot! 900 members and going strong! Holla at your Admiral,2010-04-22,2010-04-18
It's not the clothes that wear the man. It's the man that wears the clothes. How do you think I get away with...,2010-04-30,2010-04-25
"Feelin' saucy this weekend... May have to dish out some justice, Admiral style. Have your Advil ready in the morning!",2010-05-14,2010-05-09
"If this group doesn't reach 1,000 members by Memorial Day weekend, there's going to be a mutiny! If it does......",2010-05-21,2010-05-16
Only 5 more to get to 1000! Don't let me down people... I've swashbuckled for less,2010-05-27,2010-05-23
I'm gonna party and play the Admiral way this holiday weekend! Who's celebrating with me?,2010-07-02,2010-06-27
"Enjoy your holiday weekend Admiralis! Wherever you may be, may I be as well.",2010-07-02,2010-06-27
My apologies for the heat wave everyone. I'll put my trousers back on.,2010-07-17,2010-07-11
"Sweet sweet summer's underway. It's time to get outdoors and play, and if you have then I must say,  you're doing...",2010-07-23,2010-07-18
"I posted 3 photos on Facebook in the album ""Partying with Admiral Nelson's!""",2010-07-26,2010-07-25
No frown. All clown.,2010-08-07,2010-08-01
"Now that you have let me into your life, I’m itching to know why. Drop the glass for a few seconds and take this...",2010-08-10,2010-08-08
"Summer is creeping by. If you haven't indulged yet, now's the time to break out the Admiral. You'll immediately be 10% more attractive.",2010-08-13,2010-08-08
"Just because the weekend is over, doesn't mean you need to put the Admiral away... It's a scientific fact that the...",2010-08-16,2010-08-15
"Just because the weekend is over, doesn't mean you need to put the Admiral away... It's a scientific fact the the...",2010-08-16,2010-08-15
"Just because the weekend is over, doesn't mean you ned to put the Admiral away... its a scientific fact the the...",2010-08-16,2010-08-15
We've gotten some great feedback... Keep it coming! Remember... a prize awaits you if you take it!,2010-08-19,2010-08-15
"The Admiral appreciates the feedback... now keep it coming! Remember, a prize awaits you if you take it!",2010-08-19,2010-08-15
"It's the last day to take my survey. If you don't take it, you will be jealous of everyone who did. Please share...",2010-08-23,2010-08-22
"For all you aspiring poets, a little muse from the Admiral.",2010-08-26,2010-08-22
"Summer is winding down, but that doesn't mean we can't keep the party going! Show me some party pics from your weekend with the Admiral.",2010-09-09,2010-09-05
"Cheers to tomorrow being Friday. Raise your glasses comrades, the weekend is almost here! Whose got plans with the...",2010-09-09,2010-09-05
"Cheers to tomorrow being Friday. Raise your glasses comrades, the weekend is almost here, and nobody know how to...",2010-09-09,2010-09-05
"Ahhh Tuesday, the weekend is only 3 days away, and you don't need both eyes to see a good time coming.",2010-10-05,2010-10-03
Anyone have some good costume ideas for the Admiral? I'm planning on hitting more than a few Halloween parties...,2010-10-06,2010-10-03
Ahoy! I know my crew will be stirrin' it up tonight with a little spiced rum. Who's down for a jolly good weekend?,2010-10-08,2010-10-03
"Remember guys, it never hurts to have Nelson as your wingman. The ladies can't resist my good taste.",2010-10-11,2010-10-10
I heard Mexico is having trouble with pirates. It's a good thing they don't have an Admiral problem or things would get really rowdy...,2010-10-13,2010-10-10
Admiral Nelson's Rum is the best thing to happen to coke since the debut of the aluminum can... and that's a fact.,2010-10-18,2010-10-17
"Dear Admiral Nelson’s friends and family… Today we honor our namesake with a moment of silence…  Or better yet,...",2010-10-21,2010-10-17
"Good day, Admiral Loyalists!   If you haven't noticed yet, my Facebook page got a makeover, and I think I look...",2010-10-25,2010-10-24
What the hey... why don't I make this a little interesting: I'll send a little prize to whoever comes up with the...,2010-10-26,2010-10-24
Halloween is only a few days away... I still needs some good costume ideas! Help an Admiral out!,2010-10-26,2010-10-24
Halloween is only a few days away... I still need some good costume ideas! Help an Admiral out!,2010-10-26,2010-10-24
"I've gotten some pretty good costume ideas, but I'm still wanting more. Give me some ideas! The only costumes left...",2010-10-29,2010-10-24
Hope everyone enjoyed Halloween... I know I did! Now send me your costume-clad pictures of you enjoying the...,2010-11-01,2010-10-31
"The Admiral would like to congratulate the SF Giants on their World Series win! Texas, you put up a good fight,...",2010-11-02,2010-10-31
"People always ask me ""Why rum, Nelson? Why not expand into new drink categories?"" And to this my comrades, I say,...",2010-11-05,2010-10-31
"It is that magical time of the week again, ah Friday. I get butterflies just thinking about the antics that will...",2010-11-12,2010-11-07
New poll on the Weekly Grog! I truly believe your participation could make or break the rest of your week.... just...,2010-11-15,2010-11-14
"Just a little tip for the upcoming holiday, to best enjoy turkey, mashed potatoes, and pumpkin pie be sure to wash...",2010-11-19,2010-11-14
"Alright Nelsonites, Tis' the season to start mixin' it up at holiday parties, and  man do I make those holiday...",2010-12-02,2010-11-28
Ho Ho Ho and a bottle of rum.,2010-12-09,2010-12-05
"It's Friday. I'm in the office, but my mind is somewhere over the Carribean pouring some Nelsons into my oversized tiki cup.",2010-12-10,2010-12-05
Want another way to spice up the Holidays? Try adding a little Admiral Nelson's Spiced Rum to your egg nog. It is...,2010-12-16,2010-12-12
Want another way to spice up the Holidays? Try adding a little Admiral Nelson's Spiced Rum to your egg nog. It is...,2010-12-16,2010-12-12
"Cap off the New Year with a bottle of Admiral Nelsons, and if you can't wait till 2011 just grab a bottle for...",2010-12-30,2010-12-26
"What are your plans for the big game tonight? Whatever you're doing, make sure the Admiral is by your side!",2011-01-10,2011-01-09
"With all this bad weather, I recommend stocking up on Admiral Nelson's and waiting out the cold till spring. Crank...",2011-01-12,2011-01-09
The teams are set and the big game is weeks away. Make sure you add Admiral Nelson's to the top of your grocery...,2011-01-24,2011-01-23
"Good luck to the Admiral Nelson's Rum Rummers, a group of fellow Admiral enthusiasts, as they partake in the Tough...",2011-01-28,2011-01-23
it's Hump day! Who wants a drink?! An Admiral and Cola sounds pretty good right about now...,2011-02-09,2011-02-06
HELLO WEEKEND! There really is nothing better to start your Friday night than some Admiral Nelson's Spiced Rum......,2011-02-18,2011-02-13
Nelson is the sure cure for a bad case of the Mondays,2011-02-28,2011-02-27
"Happy Fat Tuesday! How will you be celebrating today? Whatever you do, make sure you have the Admiral in hand!",2011-03-08,2011-03-06
"Apparently, today is National Chocolate Covered Raisins Day... I think I'll celebrate by enjoying some Admiral Nelson's.",2011-03-24,2011-03-20
Take me out to the ball game. Take me out to the crowd. Buy me some ADMIRAL and cracker jacks. I don't care if I ever go back (to work)!,2011-03-31,2011-03-27
Take me out to the ball game.   Take me out to the crowd.  Buy me some Admiral and cracker jacks.   I don't care...,2011-03-31,2011-03-27
"I don't know about you, but my bracket was busted a long time ago. Good thing I had the Admiral by my side...",2011-04-04,2011-04-03
"I just updated my Awards on the info page. I don't want to boast, but I am going to anyway... The Admiral is more...",2011-04-13,2011-04-10
"I know you may be tempted to do the responsible thing and save that tax refund check you just received, but do you...",2011-04-19,2011-04-17
"In a world among strangers, one man, one bottle is on a mission to bring people together. Introducing the Admiral...",2011-04-26,2011-04-24
"See ya, Osama!! This calls for a toast - To all of the brave men and women who have been protecting us everyday......",2011-05-02,2011-05-01
Tomorrow is Cinco de Mayo... but today is Cuatro de Mayo! Celebrate with some Admiral Nelson's!,2011-05-04,2011-05-01
"Derby day is this weekend, so put on your favorite oversized hat, pour yourself an Admiral and Cola, and watch...",2011-05-05,2011-05-01
"Happy belated Mother's day to all moms! Without you, there would be no day-time television. Cheers!",2011-05-09,2011-05-08
"Seriously, how great does some Admiral sound right about now? Is it the weekend yet?... Actually, now that I...",2011-05-11,2011-05-08
"Seriously, how great does some Admiral sound right about now? Is it the weekend yet?... Actually, now that I think...",2011-05-11,2011-05-08
it's Friday the 13th. Don't be scared... how unlucky can a day be when you have the Admiral by your side?,2011-05-13,2011-05-08
"I've got a little surprise on the horizon... I would tell you know, but i would have to kill you. Stay tuned!",2011-05-18,2011-05-15
"I've got a little surprise on the horizon... I would tell you now, but i would have to kill you. Stay tuned!",2011-05-18,2011-05-15
The Admiral is out with a brand new video... Get your Friday started the right way and enjoy!,2011-05-20,2011-05-15
"No rapture over the weekend! So that means either we are all OK, or we are all going to hell... either way, I...",2011-05-23,2011-05-22
"Now that the season finales of your favorite TV shows are over, you should have more time to hang out with friends...",2011-05-26,2011-05-22
"I hear today is National ""Bubba"" Day... a day we honor all people named ""Bubba"". So take some time to raise a...",2011-06-02,2011-05-29
"We all know that the Admiral is Best Served in Good Company, but if you had to pick one person, who would you want...",2011-06-03,2011-05-29
"Now that the 4th of July weekend has gone by, I imagine you spent the day with the one & only Admiral Nelson. Tell...",2011-07-08,2011-07-03
"The Admiral welcomes you to the weekend! But remember, the weekend does not start until there's and Admiral in...",2011-07-15,2011-07-10
"The Admiral welcomes you to the weekend! But remember, the weekend does not start until there's an Admiral in...",2011-07-15,2011-07-10
"Another week gone by, almost as fast as a bottle of Admiral! Sail with the Admiral this weekend and remeber to try...",2011-07-22,2011-07-17
"Another week gone by, almost as fast as a bottle of Admiral! Sail with the Admiral this weekend and remeber to try...",2011-07-22,2011-07-17
"This weather makes me feel a bit tropical, so why not enjoy some Admiral Nelson's Coconut Rum! Set sail into the...",2011-07-29,2011-07-24
"This weather makes me feel a bit tropical, so why not enjoy the weekend with some Admiral Nelson's Coconut Rum! It...",2011-07-29,2011-07-24
"I have read of people who doubt the Admiral can deliver, well here is yet another flavor from the Admiral...",2011-08-12,2011-08-07
"Looking for ways to spice up your weekend? Look no further, as usual the Admiral brings the solution to all of...",2011-08-19,2011-08-14
"My friends, it is the start of a beautiful thing we call the long weekend and remember the Admiral is perfect for...",2011-09-02,2011-08-28
"My friends, today is the official beginning of the fall season so, in a true fall spirit, here is a recipe you...",2011-09-23,2011-09-18
"Friends, this cold weather is making the high seas only more treacherous and masts are beginning to crack from...",2011-10-21,2011-10-16
"Long days and nights I have spent this cold season, but this weekend will be all about celebrating Halloween! I...",2011-10-28,2011-10-23
Is it getting a little cold for you? Here is a recipe that will make you forget about the cold:  Spiced Sweetness...,2011-11-04,2011-10-30
"Have you tried Admiral Nelson's Cherry Spiced Rum? If not, go and buy a bottle or a few! It is as good as the...",2011-11-18,2011-11-13
"I know it's getting cold and the weeks are flying by, but the good part is that Fridays seem to come more often...",2011-12-02,2011-11-27
"Christmas is almost here and in case you are wondering what to give as a present, remember the Admiral has a...",2011-12-08,2011-12-04
"Remember that apple cider is as good if not better during the winter, but if you truly want to appreciate a fine...",2011-12-16,2011-12-11
Merry Christmas to all! Make the Admiral part of your holidays!   Enjoy the weekend!,2011-12-25,2011-12-25
"Work is never fun after the Holiday season, but at least you will have the Admiral to share with your friends,...",2012-01-06,2012-01-01
"Only the Admiral will keep your body warm in this cold, cold season. Take your pick, for I have many flavors you...",2012-01-13,2012-01-08
If you feel like enjoying the weekend and feeling as if you were sitting in a beach chair in a warm and remote...,2012-01-20,2012-01-15
"Winter or summer, if you have the Admiral it makes no difference. Any person who calls himself a rum drinker,...",2012-01-27,2012-01-22
"Last Sunday, Super Bowl, this Sunday the Grammys. It would seem the entertainment industry wants everyone to...",2012-02-10,2012-02-05
"The Admiral brings so many flavors to the table, people go crazy when they can only drink one! Tell us which one...",2012-02-17,2012-02-12
"My friends, the Admiral goes well with everything and with everyone, but which one of the Oscar nominees for best...",2012-02-23,2012-02-19
A true sailor enjoys strong winds no matter their shape or form. Me and my crew drank so much Admiral Nelson's...,2012-03-06,2012-03-04
"My friends, yesterday was a day dedicated to women and as a true Admiral and gentleman, I took my lady on a ride...",2012-03-09,2012-03-04
"It is that time of year when everything is about basketball, March Madness has finally begun! No game is as good...",2012-03-16,2012-03-11
"My friends, for those of you who ventured into guessing who would be through in March Madness and have made it...",2012-03-23,2012-03-18
"Admiral Nelson's and Final Four Weekend, need I say more?",2012-03-30,2012-03-25
"My friends, how do you like my new tag line, ""Chart your own course""?  It means, do what you feel and like, but...",2012-04-05,2012-04-01
"If you are worried about today being Friday 13, drink a few Admiral Nelson's Cocktails and I assure you, after a...",2012-04-13,2012-04-08
"My friends, I know that as true Admiral Nelson's drinkers, you already know all there is to know about my family...",2012-04-20,2012-04-15
"NFL Draft and Admiral, what better way to spend your weekend?   For those of you who are not into NFL Football,...",2012-04-27,2012-04-22
"My friends, whether you like horses or not, you have to admit the Kentucky Derby is in a class of its own as a...",2012-05-03,2012-04-29
"My friends, something I learned in the navy quite some time ago is drink like a man but act like a gentleman!...",2012-05-11,2012-05-06
"Warm weather, sunny skies, almost end of work week, are you feeling the tingle? It's friday and it's time to kick...",2012-05-18,2012-05-13
Long weekend = more days to drink the Admiral! Although you really don't need a special day to enjoy the Admiral....,2012-05-25,2012-05-20
"My friends, the basketball playoffs could not be any better. Well, actually if you watch them while enjoying an...",2012-06-01,2012-05-27
What will be your drink for the weekend:  Admiral Nelson's Spiced and ____________?  Let us know!,2012-06-08,2012-06-03
"It's hot, it's Friday and my friends, today is recipe day:  Sour Cherry  2 oz Admiral Nelson's Cherry Spiced Rum...",2012-06-15,2012-06-10
"It's been a while since we updated our image, but good things take time! Check out the new frosted bottle for our...",2012-06-22,2012-06-17
"NBA Draft is tonight, and tonight NBA stands for ""Nothing But Admiral!""  Who do you want drafted to your team?",2012-06-28,2012-06-24
Tomorrow is 4th of July! Nothing goes hand in hand like BBQ and Independence. Spice up your BBQ with this...,2012-07-03,2012-07-01
Tomorrow is 4th of July! Nothing goes hand in hand like BBQ and Independence. Spice up your BBQ with this...,2012-07-03,2012-07-01
"If you’ve been drinking since Wednesday that’s ok, we won’t judge you. But keep it going into the weekend with...",2012-07-06,2012-07-01
MLB All-Star events are not complete without the Admiral by your side. And there’s noting like an Admiral and...,2012-07-09,2012-07-08
"Who actually believes in Friday the 13th? If so, grab some Admiral Nelson’s to help calm your nerves. And if you...",2012-07-13,2012-07-08
It’s going to be a long journey through the week. Here is a drink recipe to help you “Chart your own Course”:...,2012-07-17,2012-07-15
"We are in the middle of the dog days of summer, and Sunday celebrates it with Hammock Day! So grab your Hammock,...",2012-07-20,2012-07-15
Tell me your favorite Admiral Nelson’s Drink Recipe and I may use it in my next wall post… Chart your own course!  What is your drink?,2012-07-24,2012-07-22
It's the Opening Ceremonies in Old Admiral Nelson's homeland. I hope you're drinking one for me and the USA!...,2012-07-27,2012-07-22
Thanks to Jake Geiger for his delicious Recipe:  The Geiger-Bomb  1 Shot of Vanilla Admiral Nelson Rum 1 Pint of Cherry Wheat Beer,2012-07-27,2012-07-22
"Well it’s the last day of July, why not kick off August with one of the Admiral’s famous concoctions:  Hummer #2...",2012-07-31,2012-07-29
Yo Ho Ho!! An old seadog like me is glad it’s Friday.  I’m ready to relax with a CocoCherry Fizz …. How about...,2012-08-17,2012-08-12
Keep your weekend right on course with the Admiral by your side! Have him any way your heart desires……,2012-08-24,2012-08-19
Do you and the Admiral have big plans for the weekend?,2012-08-31,2012-08-26
Start your week with a Tropical Tickler…  Tropical Tickler 2 oz Admiral Nelson’s Coconut Rum 4 oz Orange...,2012-09-17,2012-09-16
TGIF!! Get on board with the Perfectly Smooth Admiral….,2012-09-28,2012-09-23
"While we only have eyes for the Admiral, he offers more than just a delicious Spiced flavor. Which Admiral...",2012-10-09,2012-10-07
Up for an adventure tonight? Try Admiral Nelson's newest  shipmate…Cherry Spiced Rum. Cherry Spiced is delicious...,2012-10-17,2012-10-14
Up for an adventure tonight? Try Admiral Nelson's newest  shipmate…Cherry Spiced Rum. Cherry Spiced is delicious...,2012-10-17,2012-10-14
Up for an adventure tonight? Try Admiral Nelson's newest  shipmate…Cherry Spiced Rum. Cherry Spiced is delicious...,2012-10-17,2012-10-14
"""Admirably Spiced, Perfectly Smooth""…Don't forget to bring along the Admiral for all of your weekend adventures.",2012-10-19,2012-10-14
Fall fun is in the air? Tell us about your weekend adventures on the high sea….,2012-10-22,2012-10-21
Halloween is just a few days away and what better way to get into the Halloween spirit than with a spooky...,2012-10-26,2012-10-21
Happy Halloween Mates! If you spot the Admiral about this evening make sure to let us know (pictures are...,2012-10-31,2012-10-28
Happy Thirsty Thursday! Who plans on partaking in some adventures with the Admiral tonight?,2012-11-15,2012-11-11
"Get your weekend going with an ""admirable"" start! Enjoy an Admiral Nelson's 101 Sherbet: 1 oz. Admiral Nelson’s...",2012-11-16,2012-11-11
What's your favorite Admiral Nelson’s cocktail recipe? Cheers to my mates!,2012-11-20,2012-11-18
It's Turkey Day! Happy Thanksgiving to you all! May you enjoy a little Admiral at this year's festivities! And...,2012-11-22,2012-11-18
We certainly hope you survived the Thanksgiving Holiday and Black Friday Shopping…Do you have any tales of your...,2012-11-26,2012-11-25
Why not celebrate the start of the weekend with the Admiral? Try an Admiral Dreamsicle 1 ½ Admiral Nelson’s...,2012-11-30,2012-11-25
Don't forget to take the Admiral along for all of your Holiday Parties this year. He's a great addition to any party!,2012-12-14,2012-12-09
Start your week of right by charting your course with the Admiral! It's ok that its Monday Maties…we won't tell!,2012-12-17,2012-12-16
Why not kick of Thirsty Thursday with everyone's favorite Admiral? Enjoy a classic Adrmial &amp; Cola: 1 ½ oz....,2012-12-20,2012-12-16
"Who plans to set sail this weekend, Charting Their Own Course with the Admiral?",2012-12-27,2012-12-23
Bring out your adventurous spirit this weekend with Admiral Nelson's Premium Spiced Cherry Rum. Try an Admiral...,2012-12-28,2012-12-23
First Thirsty Thursday of the New Year…Ring it in with the Admiral in your glass!  101 Spiced Colada: 1 1/2 oz....,2013-01-03,2012-12-30
Kick off your first weekend of 2013 by sailing away on an adventure with the Admiral!,2013-01-04,2012-12-30
"We are officially a week into 2013…who has already broken their ""New Years Resolutions""?",2013-01-08,2013-01-06
Raise your glass its Thirsty Thursday!  Add Admiral Nelson's to your cocktail of choice tonight.,2013-01-10,2013-01-06
"While we only have eyes for the Admiral, he offers more than just a delicious Spiced flavor. Which Admiral...",2013-01-15,2013-01-13
"""Admirably Spiced, Perfectly Smooth""…Enjoy a glass for yourself!",2013-01-18,2013-01-13
We want to hear from you…how do you like your Admiral served? Think Wisely. Drink Wisely.,2013-01-21,2013-01-20
Happy Thirsty Thursday! Who plans on partaking in some adventures with the Admiral tonight?,2013-01-24,2013-01-20
Take yourself to the tropics in the winter with a cocktail featuring Admiral Nelson's Coconut Rum. It's the most...,2013-01-29,2013-01-27
Happy Mardi Gras! The best way to celebrate is with the Admiral by your side! Think Wisely. Drink Wisely.,2013-02-12,2013-02-10
Date or not...we hear that the Admiral is a lovely addition to any holiday celebration! Happy Valentine's day,2013-02-14,2013-02-10
It's almost the weekend!...is anyone planning on an adventure of charting their own course?,2013-02-21,2013-02-17
Why not start your weekend off right with a tall glass of the Admiral? Admiral Spiced Cherry Spritz 1 1/2 oz....,2013-02-22,2013-02-17
Chart your own course &amp; start your weekend early! Try an Admiral Cherry Spiced Spritz 1 1/2 oz. Admiral Nelson's...,2013-03-13,2013-03-10
"Leprechauns may be the talk of the town this weekend, but the Admiral is always life of the party! Bring him...",2013-03-15,2013-03-10
"What better way to start the week then with the always Admiralably Spiced, Perfectly Smooth Admiral Nelson's Premium Spiced Rum!",2013-03-25,2013-03-24
"While enjoying March Madness this weekend, add some Admiral Nelson's Premium Spiced Rum to your favorite cocktail....",2013-04-05,2013-03-31
Does anyone have any special plans with the Admiral for the weekend?,2013-04-12,2013-04-07
Let the Admiral help you sail through the rest of your work week and right into the weekend. Try a Tropical...,2013-04-24,2013-04-21
Chart your own course this weekend with an adventure fit for the Admiral!...and don't forget to bring him along for all the fun!,2013-04-26,2013-04-21
"Cheers to everyone being ""Perfectly Smooth"" like the Admiral this weekend with all of your Derby bets. Happy...",2013-05-03,2013-04-28
"Chart your own course to quench your thirst this Thirsty Thursday with ""Nelson's Lady"" 2 oz. Admiral Nelson's...",2013-05-16,2013-05-12
"No matter how you are celebrating this weekend, make sure to ""Admirably"" pay tribute &amp; remember the one's who...",2013-05-24,2013-05-19
Make sure to celebrate this weekend by giving the gift that brings life to any celebration...a bottle of Admiral...,2013-06-14,2013-06-09
Sail into another work week with a nice glass of Admiral Nelson's Tropical Admiral 1 1/4 oz. Admiral Nelson's...,2013-07-01,2013-06-30
One of the inspirations of Admiral Nelson's Premium Spice Rum was the independent spirit of the Admiral himself....,2013-07-04,2013-06-30
We are excited to show off Admiral Nelson's new look! Still Admirably Spiced &amp; Perfectly Smooth! Make sure to...,2013-07-09,2013-07-07
